               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 162,            0.048994,            0.035508,           0.0042037,             0.63401,             0.31484,              0.3504,             0.16426,            0.056679,            0.026865,           0.0093768,           0.0020305,           0.0020305,           0.0020305
                 163,            0.048409,            0.031998,           0.0041191,             0.59716,             0.31491,             0.35172,             0.16278,            0.056486,            0.026705,            0.009233,            0.001981,            0.001981,            0.001981
                 164,            0.048945,            0.033554,           0.0043706,             0.58288,             0.32447,             0.35125,             0.16412,            0.056886,             0.02684,           0.0096038,           0.0019315,           0.0019315,           0.0019315
                 165,            0.048673,            0.034083,           0.0038824,             0.65687,             0.31475,             0.35939,             0.16842,            0.056522,             0.02676,           0.0092185,            0.001882,            0.001882,            0.001882
                 166,            0.048679,            0.034378,           0.0039051,             0.63538,             0.31502,             0.35779,             0.16883,            0.056498,            0.026894,           0.0092738,           0.0018325,           0.0018325,           0.0018325
                 167,            0.048768,            0.034205,           0.0039939,              0.5984,             0.31598,             0.35355,             0.16806,            0.056511,            0.026775,           0.0093752,            0.001783,            0.001783,            0.001783
                 168,             0.04811,            0.034152,           0.0039244,             0.60905,             0.32461,             0.35803,             0.16759,            0.056473,            0.026832,           0.0091105,           0.0017335,           0.0017335,           0.0017335
                 169,            0.048502,            0.034801,           0.0039566,             0.61968,             0.31562,             0.35685,             0.16872,            0.056583,            0.026812,           0.0092363,            0.001684,            0.001684,            0.001684
                 170,            0.048446,            0.033058,           0.0040703,             0.62575,             0.32627,             0.36115,              0.1693,            0.056537,             0.02679,           0.0094614,           0.0016345,           0.0016345,           0.0016345
                 171,            0.048297,            0.034387,           0.0039964,             0.58364,             0.33877,              0.3569,             0.16698,            0.056793,            0.026871,            0.009858,            0.001585,            0.001585,            0.001585
                 172,            0.048749,            0.035443,           0.0042499,              0.6121,             0.32677,             0.35805,             0.16859,            0.056664,            0.026913,           0.0094748,           0.0015355,           0.0015355,           0.0015355
                 173,            0.048313,            0.033535,           0.0039377,             0.63973,             0.32506,             0.36574,             0.16909,            0.056534,            0.026789,           0.0098655,            0.001486,            0.001486,            0.001486
                 174,             0.04828,            0.033036,           0.0040123,             0.60179,             0.32252,             0.35704,             0.16642,            0.056885,             0.02702,           0.0095913,           0.0014365,           0.0014365,           0.0014365
                 175,            0.047883,            0.033757,            0.004156,             0.59841,              0.3152,             0.35539,             0.16677,            0.056891,            0.026926,           0.0095313,            0.001387,            0.001387,            0.001387
                 176,            0.048221,            0.033314,           0.0039839,             0.62552,             0.31367,              0.3567,             0.16645,            0.056644,             0.02697,           0.0093285,           0.0013375,           0.0013375,           0.0013375
                 177,             0.04756,            0.032716,           0.0037041,             0.61588,             0.32561,             0.36216,             0.16801,            0.056782,            0.027078,           0.0096212,            0.001288,            0.001288,            0.001288
                 178,            0.047809,            0.033629,           0.0036254,             0.59603,             0.32098,             0.35385,             0.16572,            0.056925,            0.027187,           0.0096232,           0.0012385,           0.0012385,           0.0012385
                 179,            0.047929,            0.033697,           0.0039913,             0.62046,             0.32049,             0.35778,             0.16835,            0.056742,            0.026937,           0.0095383,            0.001189,            0.001189,            0.001189
                 180,             0.04767,             0.03283,            0.003829,             0.61201,             0.33035,             0.35835,             0.16758,            0.056583,            0.027017,           0.0094357,           0.0011395,           0.0011395,           0.0011395
                 181,            0.047899,            0.033755,           0.0039253,             0.60502,             0.32623,             0.35974,             0.16643,            0.056716,            0.026972,           0.0094988,             0.00109,             0.00109,             0.00109
                 182,            0.047313,            0.032893,           0.0040315,             0.61839,             0.31658,             0.35788,             0.16831,            0.056777,            0.027033,           0.0095138,           0.0010405,           0.0010405,           0.0010405
                 183,            0.047801,            0.033257,           0.0040601,             0.61506,             0.32356,             0.35867,              0.1665,            0.056759,             0.02701,           0.0094728,            0.000991,            0.000991,            0.000991
                 184,            0.048068,             0.03301,           0.0037836,             0.60679,             0.32262,             0.35732,             0.16575,            0.056945,            0.027209,           0.0098397,           0.0009415,           0.0009415,           0.0009415
                 185,            0.048176,            0.033935,           0.0039791,             0.59403,             0.32814,              0.3571,             0.16636,             0.05671,             0.02695,           0.0095889,            0.000892,            0.000892,            0.000892
                 186,            0.047484,            0.033716,           0.0039525,             0.62868,             0.32146,             0.36252,             0.16679,            0.056665,            0.027141,           0.0093894,           0.0008425,           0.0008425,           0.0008425
                 187,            0.047744,             0.03285,           0.0038294,             0.60377,             0.33026,             0.36316,             0.16685,            0.056932,            0.027095,           0.0097584,            0.000793,            0.000793,            0.000793
                 188,            0.047334,            0.031926,            0.003748,             0.64739,             0.32686,             0.36782,             0.16884,            0.056792,            0.026981,            0.009539,           0.0007435,           0.0007435,           0.0007435
                 189,            0.047414,            0.033025,           0.0037884,             0.64062,              0.3248,             0.36567,             0.16832,             0.05686,            0.027126,             0.00961,            0.000694,            0.000694,            0.000694
                 190,            0.047365,            0.033038,           0.0036659,             0.65943,             0.32217,             0.36396,             0.16834,            0.056953,            0.027126,           0.0097393,           0.0006445,           0.0006445,           0.0006445
                 191,            0.047362,            0.030809,           0.0039043,             0.64957,             0.31982,             0.36332,             0.16934,            0.056866,            0.027072,           0.0097021,            0.000595,            0.000595,            0.000595
                 192,             0.04697,            0.033054,           0.0035629,             0.64503,             0.31848,             0.36007,             0.16928,            0.056711,            0.027048,           0.0093863,           0.0005455,           0.0005455,           0.0005455
                 193,            0.047061,            0.032325,           0.0036636,             0.60406,             0.32736,             0.35967,             0.16999,            0.056799,            0.027116,           0.0096454,            0.000496,            0.000496,            0.000496
                 194,            0.047115,            0.032522,           0.0036518,             0.65135,             0.32118,             0.36265,             0.17082,            0.056754,             0.02701,            0.009501,           0.0004465,           0.0004465,           0.0004465
                 195,            0.047156,            0.034091,           0.0036953,             0.62822,             0.32334,             0.36021,             0.16834,            0.056802,            0.027081,           0.0095117,            0.000397,            0.000397,            0.000397
                 196,             0.04725,            0.034237,            0.003651,             0.62081,             0.32739,             0.36277,             0.16818,            0.056872,            0.027126,           0.0094479,           0.0003475,           0.0003475,           0.0003475
                 197,            0.046986,            0.033596,           0.0035512,             0.62929,             0.32434,             0.36304,             0.16862,            0.056778,            0.027108,            0.009556,            0.000298,            0.000298,            0.000298
                 198,            0.047098,            0.032808,           0.0035742,             0.63564,             0.32369,             0.36129,             0.16931,            0.056782,            0.027104,           0.0094841,           0.0002485,           0.0002485,           0.0002485
                 199,            0.047282,            0.032944,           0.0036157,             0.62195,             0.32782,             0.36346,             0.16995,            0.056746,             0.02717,           0.0094776,            0.000199,            0.000199,            0.000199
